Timestamp,Session_Id,Brick_Count,Attempts,Level_Number,Collectibles,DeathByEnemy,DeathByFall,TimeTaken
10/23/2022 23:04:53,"6,38,02,16,30,92,64,30,000.00",2,8,1,3,1,6,45.565
10/23/2022 23:08:16,"6,38,02,16,32,94,68,90,000.00",4,5,1,2,3,1,69.601
10/23/2022 23:09:31,"6,38,02,16,33,70,77,90,000.00",2,2,1,2,1,0,20.534
10/23/2022 23:11:04,"6,38,02,16,34,63,87,20,000.00",2,10,2,5,1,8,90.443
10/23/2022 23:13:31,"6,38,02,16,36,10,26,80,000.00",4,14,2,6,3,10,144.346
10/23/2022 23:17:42,"6,38,02,16,38,62,02,00,000.00",4,21,3,4,1,19,249.452
10/23/2022 23:40:06,"6,38,02,16,52,05,35,00,000.00",2,4,1,3,1,2,43.126
10/23/2022 23:43:35,"6,38,02,16,54,15,34,90,000.00",2,25,2,7,0,24,208.548
10/23/2022 23:45:35,"6,38,02,16,55,34,82,70,000.00",2,10,3,5,0,9,116.942
10/23/2022 23:45:50,"6,38,02,16,55,49,21,10,000.00",2,5,1,2,1,3,52.682
10/23/2022 23:48:07,"6,38,02,16,56,86,72,40,000.00",1,7,3,1,1,5,67.682
10/23/2022 23:58:45,"6,38,02,16,63,24,02,10,000.00",2,6,1,3,2,3,65.195
10/23/2022 23:59:15,"6,38,02,16,63,54,68,80,000.00",1,3,2,4,0,2,28.813
10/24/2022 0:03:49,"6,38,02,16,66,28,82,10,000.00",4,12,1,3,2,9,186.249
10/24/2022 0:16:57,"6,38,02,16,74,15,93,70,000.00",2,2,1,2,0,1,31.533
10/24/2022 0:17:30,"6,38,02,16,74,50,06,20,000.00",2,2,1,3,0,1,24.329
10/24/2022 0:17:50,"6,38,02,16,74,69,52,00,000.00",2,5,1,3,2,2,43.036
10/24/2022 0:18:40,"6,38,02,16,75,20,39,70,000.00",2,6,2,3,3,2,49.724
10/24/2022 0:19:27,"6,38,02,16,75,67,28,80,000.00",1,7,3,2,1,5,37.806
10/24/2022 11:05:35,"6,38,02,20,63,33,70,00,000.00",2,3,1,1,0,2,33.14
10/24/2022 11:06:31,"6,38,02,20,63,91,05,10,000.00",3,7,1,2,3,3,75.584
10/24/2022 11:27:02,"6,38,02,20,76,21,27,30,000.00",4,11,1,3,2,8,107.987
10/24/2022 13:13:32,"6,38,02,21,40,11,16,30,000.00",2,8,1,3,2,5,42.754
10/24/2022 13:14:15,"6,38,02,21,40,54,21,20,000.00",2,6,2,5,1,4,40.866
10/24/2022 14:30:49,"6,38,02,21,86,44,34,10,000.00",2,3,1,2,0,2,19.135
10/24/2022 14:31:47,"6,38,02,21,87,03,35,90,000.00",2,7,2,3,2,4,57.449
10/24/2022 14:34:07,"6,38,02,21,88,43,58,30,000.00",2,12,2,5,0,11,138.365
10/24/2022 14:34:59,"6,38,02,21,88,95,55,60,000.00",2,8,2,4,0,7,44.495
10/24/2022 14:36:13,"6,38,02,21,89,72,76,30,000.00",4,6,1,2,1,4,61.833
10/24/2022 14:38:28,"6,38,02,21,91,07,14,60,000.00",1,3,3,2,0,2,24.585
